seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
S9C20170||full	1.000	0.507	0.115	0.480	0.260	1.000	dsDNAphage	3415	3	100.000	0.000
S9C20218||full	1.000	0.780	0.000	0.047	0.000	1.000	dsDNAphage	35801	5	70.000	8.000
S9C20284||full	0.993	0.840	0.235	0.327	0.767	0.993	dsDNAphage	7251	1	69.200	0.000
S9C20311||full	0.920	0.820	0.270	0.847	0.840	0.920	dsDNAphage	4698	0	77.800	0.000
S9C20390||full	1.000	0.933	0.040	0.453	0.820	1.000	dsDNAphage	57963	3	83.300	0.000
S9C20478||full	0.200	0.287	0.770	0.027	0.453	0.770	RNA	2046	0	0.000	0.000
S9C20681||full	0.773	NaN	0.060	0.087	0.113	0.773	dsDNAphage	1921	1	50.000	50.000
S0C223||full	1.000	0.627	0.115	0.467	0.840	1.000	dsDNAphage	21294	1	77.800	0.000
S0C503||full	0.947	0.227	0.405	0.767	0.260	0.947	dsDNAphage	3956	0	50.000	0.000
S0C586||full	0.227	0.520	0.845	0.007	0.047	0.845	RNA	1442	0	0.000	0.000
S0C612||full	0.187	0.547	0.000	0.027	0.033	0.547	NCLDV	4156	0	75.000	0.000
S0C623||full	0.980	0.580	0.135	1.000	0.253	1.000	ssDNA	845	0	100.000	0.000
S0C1161||full	1.000	0.727	0.515	1.000	0.973	1.000	dsDNAphage	2036	2	66.700	0.000
S0C1671||full	1.000	0.820	0.040	0.847	0.900	1.000	dsDNAphage	23485	4	82.600	0.000
S0C1733||full	0.907	0.247	0.250	0.667	0.567	0.907	dsDNAphage	4664	1	33.300	0.000
S0C1803||full	0.860	0.247	0.450	0.987	0.860	0.987	ssDNA	2201	0	40.000	0.000
S0C1833||full	0.887	0.767	0.265	0.407	0.933	0.933	lavidaviridae	12467	0	100.000	0.000
S0C1921||full	0.967	0.540	0.185	0.987	0.947	0.987	ssDNA	5111	0	100.000	0.000
S0C2307||full	0.787	0.420	0.315	0.880	0.693	0.880	ssDNA	2444	0	66.700	0.000
S0C2344||full	1.000	0.680	0.145	0.893	0.267	1.000	dsDNAphage	3293	2	100.000	0.000
S0C2603||full	0.073	0.500	0.095	0.013	0.127	0.500	NCLDV	2268	0	0.000	0.000
S0C3009||full	1.000	0.627	0.055	0.380	0.720	1.000	dsDNAphage	61176	13	66.400	0.000
S0C3038||full	1.000	0.893	0.205	0.993	0.927	1.000	dsDNAphage	4073	3	100.000	0.000
S0C3053||full	0.940	0.367	0.180	0.960	0.480	0.960	ssDNA	2503	0	75.000	0.000
S0C3418||full	0.993	0.247	0.150	0.473	0.733	0.993	dsDNAphage	15728	5	75.000	0.000
S0C3507||full	1.000	0.600	0.150	0.893	0.947	1.000	dsDNAphage	4133	0	60.000	0.000
S0C3793||full	0.753	0.873	0.035	0.413	0.593	0.873	NCLDV	5771	0	71.400	0.000
S0C4248||full	0.847	0.427	0.305	0.960	0.807	0.960	ssDNA	3325	0	100.000	0.000
S0C4344||full	0.987	0.727	0.385	0.593	0.853	0.987	dsDNAphage	4343	2	63.600	0.000
S0C4788||full	0.893	0.833	0.175	0.713	0.873	0.893	dsDNAphage	4263	0	100.000	0.000
S0C5145||full	0.447	0.353	0.665	0.987	0.940	0.987	ssDNA	1803	0	50.000	0.000
S0C5340||0_partial	0.527	0.100	0.000	0.000	0.047	0.527	dsDNAphage	38625	1	24.400	48.800
S0C5830||0_partial	0.620	0.687	0.000	0.000	0.087	0.687	NCLDV	10542	1	17.600	41.200
S0C5998||full	0.860	0.933	0.280	0.807	0.933	0.933	NCLDV	5157	0	100.000	0.000
S0C6261||full	0.987	0.333	0.120	0.853	0.667	0.987	dsDNAphage	3503	1	71.400	0.000
S0C6346||full	0.953	0.993	0.465	0.907	0.953	0.993	NCLDV	2256	0	50.000	0.000
S0C6369||full	0.973	0.773	0.345	0.940	0.953	0.973	dsDNAphage	7266	0	68.800	0.000
S0C7140||full	0.973	0.787	0.060	0.893	0.947	0.973	dsDNAphage	9809	0	78.900	0.000
S0C7800||full	1.000	0.773	0.045	0.280	0.727	1.000	dsDNAphage	10039	1	47.100	0.000
S0C7877||full	0.867	0.300	0.425	0.933	0.733	0.933	ssDNA	2140	0	75.000	0.000
S0C7898||full	0.873	0.793	0.145	0.847	0.987	0.987	lavidaviridae	2382	0	100.000	0.000
S0C7902||full	0.993	0.747	0.375	0.967	0.960	0.993	dsDNAphage	2370	2	60.000	0.000
S0C8202||full	0.700	0.213	0.315	0.293	0.240	0.700	dsDNAphage	6470	0	9.100	0.000
S0C8417||full	0.967	0.507	0.240	0.967	0.953	0.967	dsDNAphage	2410	0	80.000	0.000
S0C8680||full	1.000	0.913	0.105	0.360	0.913	1.000	dsDNAphage	83071	1	95.000	0.000
S0C8683||full	0.993	0.747	0.220	0.967	0.633	0.993	dsDNAphage	2763	2	100.000	0.000
S0C8684||full	0.473	0.560	0.195	0.427	0.507	0.560	NCLDV	2070	0	66.700	0.000
S0C8693||full	0.080	0.500	0.025	0.013	0.240	0.500	NCLDV	2126	0	0.000	33.300
S0C8855||full	0.967	0.653	0.105	0.840	0.487	0.967	dsDNAphage	2478	0	100.000	0.000
S0C9125||full	1.000	0.773	0.095	0.267	0.840	1.000	dsDNAphage	97331	2	92.600	0.000
S0C9337||full	0.893	0.327	0.390	0.900	0.793	0.900	ssDNA	2440	0	100.000	0.000
S0C9704||full	0.987	0.253	0.565	0.980	0.947	0.987	dsDNAphage	5442	4	55.600	0.000
S0C10004||full	0.267	0.787	0.700	0.000	0.653	0.787	NCLDV	1955	0	0.000	0.000
S0C10045||full	0.967	NaN	0.380	0.927	0.707	0.967	dsDNAphage	2382	3	100.000	0.000
S0C10150||full	0.993	0.940	0.130	0.960	0.907	0.993	dsDNAphage	5642	0	72.700	0.000
S0C10184||full	0.987	0.393	0.320	0.973	0.360	0.987	dsDNAphage	1807	1	66.700	0.000
S0C10429||full	1.000	0.400	0.220	0.727	0.760	1.000	dsDNAphage	7955	3	72.700	0.000
S0C10542||full	1.000	0.513	0.190	0.553	0.907	1.000	dsDNAphage	9112	4	92.300	0.000
S0C10561||full	0.993	0.987	0.265	0.920	0.987	0.993	dsDNAphage	5742	1	100.000	0.000
S0C10757||full	0.827	0.427	0.170	0.547	0.113	0.827	dsDNAphage	4334	0	22.200	0.000
S0C10833||full	0.213	0.633	0.240	0.080	0.253	0.633	NCLDV	1984	0	50.000	0.000
S0C11035||full	0.687	0.820	0.185	0.920	0.987	0.987	lavidaviridae	4188	0	80.000	0.000
S0C11056||full	0.913	0.867	0.480	0.920	0.960	0.960	lavidaviridae	2881	0	66.700	0.000
S0C11278||full	0.907	0.993	0.155	0.807	0.987	0.993	NCLDV	2627	0	83.300	0.000
S0C11295||full	0.973	0.820	0.290	0.907	0.900	0.973	dsDNAphage	8068	0	100.000	0.000
S0C11861||full	0.267	0.680	0.230	0.073	0.480	0.680	NCLDV	2296	0	33.300	0.000
S0C11994||full	0.953	0.400	0.185	0.660	0.687	0.953	dsDNAphage	9980	1	40.900	0.000
S0C12200||full	0.267	0.067	0.875	0.020	0.720	0.875	RNA	2100	0	0.000	0.000
S0C12371||full	1.000	0.900	0.045	0.580	0.967	1.000	dsDNAphage	19325	1	87.000	0.000
S0C12471||full	1.000	0.513	0.130	0.520	0.920	1.000	dsDNAphage	9192	4	64.300	0.000
S0C12760||full	0.653	0.407	0.390	0.727	0.360	0.727	ssDNA	2973	0	66.700	0.000
S0C13317||full	0.987	0.780	0.120	0.860	0.840	0.987	dsDNAphage	6897	0	92.300	0.000
S0C13636||full	1.000	0.147	0.085	0.800	0.240	1.000	dsDNAphage	5671	3	77.800	0.000
S0C13932||0_partial	0.987	0.340	0.010	0.053	0.680	0.987	dsDNAphage	32071	5	61.400	6.800
S0C13939||full	0.993	0.800	0.120	0.560	0.600	0.993	dsDNAphage	3624	1	88.900	0.000
S0C14054||full	0.980	0.713	0.280	0.953	0.760	0.980	dsDNAphage	2552	1	100.000	0.000
S0C14135||full	0.973	0.273	0.450	0.993	0.920	0.993	ssDNA	2155	0	66.700	0.000
S0C14426||full	0.867	0.893	0.195	0.933	0.980	0.980	lavidaviridae	4092	0	27.300	0.000
S0C14501||full	0.873	0.813	0.405	0.820	0.827	0.873	dsDNAphage	3060	0	66.700	0.000
S0C14892||full	0.913	0.700	0.215	0.780	0.993	0.993	lavidaviridae	3663	0	100.000	0.000
S0C15041||0_partial	0.633	0.187	0.000	0.000	0.027	0.633	dsDNAphage	217141	4	18.400	25.000
S0C15147||full	0.900	0.793	0.040	0.513	0.533	0.900	dsDNAphage	4541	0	87.500	0.000
S0C15161||full	0.993	0.447	0.140	0.473	0.647	0.993	dsDNAphage	7130	4	71.400	0.000
S0C15463||full	0.987	0.700	0.115	0.887	0.913	0.987	dsDNAphage	2303	0	62.500	0.000
S0C15546||full	0.913	0.907	0.180	0.760	0.980	0.980	lavidaviridae	9155	0	100.000	0.000
S0C15703||full	0.940	0.900	0.150	0.953	0.947	0.953	ssDNA	2042	0	80.000	0.000
S0C16243||full	0.753	0.713	0.110	0.587	0.673	0.753	dsDNAphage	4580	0	55.600	0.000
S0C16258||full	0.947	0.713	0.100	0.360	0.807	0.947	dsDNAphage	14832	0	92.300	0.000
S0C16354||full	1.000	0.753	0.235	0.927	0.987	1.000	dsDNAphage	2132	1	100.000	0.000
S0C16574||full	0.920	0.533	0.205	0.867	0.860	0.920	dsDNAphage	2476	0	100.000	0.000
S0C16724||full	1.000	0.980	0.230	0.953	1.000	1.000	dsDNAphage	3064	1	100.000	0.000
S0C16748||full	0.967	0.567	0.320	0.993	0.953	0.993	ssDNA	2319	0	75.000	0.000
S0C17338||full	0.373	0.647	0.660	0.720	0.747	0.747	lavidaviridae	2069	0	0.000	0.000
S0C17418||full	1.000	0.427	0.375	0.987	0.367	1.000	dsDNAphage	1991	1	100.000	0.000
S0C17437||full	1.000	0.667	0.255	0.700	0.600	1.000	dsDNAphage	6800	5	66.700	0.000
S0C17454||full	0.827	0.540	0.335	0.967	0.760	0.967	ssDNA	2665	0	75.000	0.000
S0C17668||full	0.960	0.940	0.150	0.927	0.927	0.960	dsDNAphage	3148	0	100.000	0.000
S0C17673||full	0.993	0.747	0.255	0.513	0.340	0.993	dsDNAphage	4541	4	80.000	0.000
S0C18077||full	0.840	0.687	0.185	0.820	0.973	0.973	lavidaviridae	2021	0	66.700	0.000
S0C18179||full	1.000	0.553	0.275	0.940	0.733	1.000	dsDNAphage	3750	1	100.000	0.000
S0C18363||full	0.967	0.920	0.085	0.800	0.913	0.967	dsDNAphage	5110	0	80.000	0.000
S0C18782||full	0.960	0.980	0.160	0.887	0.927	0.980	NCLDV	3041	0	100.000	0.000
S0C18819||full	1.000	0.440	0.100	0.920	0.887	1.000	dsDNAphage	3150	0	75.000	0.000
S0C18900||full	0.813	0.140	0.030	0.007	0.020	0.813	dsDNAphage	17552	1	25.000	18.800
S0C19056||full	1.000	0.993	0.185	0.840	0.913	1.000	dsDNAphage	4547	1	100.000	0.000
S0C19635||full	0.980	0.460	0.475	1.000	0.967	1.000	ssDNA	3368	0	66.700	0.000
S0C19923||full	0.867	0.913	0.305	0.887	0.960	0.960	lavidaviridae	2505	0	80.000	0.000
S0C20085||full	1.000	0.820	0.240	0.980	0.273	1.000	dsDNAphage	2717	0	100.000	0.000
S0C20268||full	1.000	0.727	0.245	0.640	0.927	1.000	dsDNAphage	14412	1	100.000	0.000
S0C20522||full	1.000	0.373	0.035	0.180	0.547	1.000	dsDNAphage	70992	4	88.700	1.900
S0C20872||full	0.993	0.293	0.000	0.053	0.353	0.993	dsDNAphage	32675	4	66.000	7.500
S0C20898||full	0.807	0.653	0.260	0.893	0.887	0.893	ssDNA	3834	0	66.700	0.000
S0C21037||full	0.940	0.707	0.075	0.787	0.880	0.940	dsDNAphage	3098	0	83.300	0.000
S0C21838||full	0.960	0.633	0.220	1.000	0.693	1.000	ssDNA	2061	0	100.000	0.000
S0C22013||full	1.000	0.353	0.155	0.600	0.793	1.000	dsDNAphage	6686	1	87.500	0.000
S0C22067||full	0.993	0.680	0.610	0.907	0.480	0.993	dsDNAphage	2396	2	66.700	0.000
S0C22130||full	0.720	0.913	0.670	0.967	1.000	1.000	lavidaviridae	2070	0	50.000	0.000
S0C22149||full	0.947	0.873	0.220	0.980	0.900	0.980	ssDNA	4651	0	77.800	0.000
S0C22256||full	0.967	0.860	0.145	1.000	0.853	1.000	ssDNA	2763	0	100.000	0.000
S0C22462||full	0.880	0.540	0.000	0.000	0.133	0.880	dsDNAphage	56896	2	32.800	13.100
S0C22606||full	0.047	0.587	0.645	0.493	0.633	0.645	RNA	1598	0	0.000	0.000
S0C23393||full	0.887	0.940	0.210	0.913	1.000	1.000	lavidaviridae	4636	0	100.000	0.000
S0C23637||full	0.640	0.060	0.000	0.033	0.033	0.640	dsDNAphage	3050	0	60.000	40.000
S0C23917||full	0.687	0.667	0.215	0.660	0.860	0.860	lavidaviridae	2039	0	100.000	0.000
S0C24241||full	0.853	0.680	0.210	0.907	1.000	1.000	lavidaviridae	4554	0	100.000	0.000
S0C24383||full	0.967	0.907	0.090	0.707	0.927	0.967	dsDNAphage	7673	0	81.800	0.000
S0C24559||full	0.720	0.733	0.190	0.773	0.847	0.847	lavidaviridae	2009	0	100.000	0.000
S0C24601||full	0.920	1.000	0.170	0.753	0.600	1.000	NCLDV	2732	0	71.400	0.000
S0C25274||full	0.647	0.667	0.280	0.860	0.887	0.887	lavidaviridae	4162	0	60.000	0.000
S0C25368||full	0.893	0.807	0.290	0.407	0.940	0.940	lavidaviridae	7503	0	58.300	0.000
S0C25450||full	0.927	0.860	0.095	0.873	0.947	0.947	lavidaviridae	2734	0	66.700	0.000
S0C25529||full	0.973	0.780	0.215	0.787	0.547	0.973	dsDNAphage	2508	5	100.000	0.000
S0C25707||full	0.840	0.053	0.000	0.113	0.087	0.840	dsDNAphage	5538	0	75.000	12.500
S0C25810||full	0.807	0.593	0.355	0.980	0.893	0.980	ssDNA	2084	0	60.000	0.000
S0C25920||full	0.953	0.953	0.080	0.773	0.967	0.967	lavidaviridae	7302	0	90.000	0.000
S0C26445||full	1.000	0.673	0.315	1.000	0.187	1.000	dsDNAphage	2084	1	100.000	0.000
S0C26454||full	0.973	0.853	0.180	0.513	0.780	0.973	dsDNAphage	7266	6	71.400	0.000
S0C26552||full	0.907	0.787	0.280	0.920	0.733	0.920	ssDNA	2649	0	100.000	0.000
S0C26959||full	0.960	0.760	0.320	0.993	0.700	0.993	ssDNA	2076	0	100.000	0.000
S0C27114||full	0.987	0.673	0.165	0.553	0.773	0.987	dsDNAphage	13669	4	69.600	0.000
S0C27130||full	0.793	0.153	0.400	0.887	0.700	0.887	ssDNA	3275	0	42.900	0.000
S0C27357||full	0.953	0.233	0.685	0.393	0.460	0.953	dsDNAphage	2923	1	33.300	0.000
S0C27629||full	0.940	0.967	0.125	0.813	0.967	0.967	NCLDV	2157	0	100.000	0.000
S0C27664||full	0.987	0.780	0.255	0.333	0.187	0.987	dsDNAphage	4263	1	62.500	0.000
S0C27665||full	0.667	0.807	0.295	0.820	0.713	0.820	ssDNA	2235	0	75.000	0.000
S0C27916||full	1.000	0.667	0.475	0.940	0.340	1.000	dsDNAphage	2036	2	66.700	0.000
S0C27985||full	0.667	0.727	0.125	0.900	0.980	0.980	lavidaviridae	2074	0	100.000	0.000
S0C28509||full	0.967	0.347	0.315	0.987	0.267	0.987	ssDNA	7182	0	68.800	0.000
S0C28536||full	1.000	0.953	0.245	0.793	0.920	1.000	dsDNAphage	6385	1	100.000	0.000
S0C28597||full	1.000	0.780	0.155	1.000	0.340	1.000	dsDNAphage	2407	3	100.000	0.000
S0C29062||full	0.947	0.727	0.155	0.793	0.960	0.960	lavidaviridae	4073	0	100.000	0.000
S0C29162||full	0.987	0.593	0.155	0.513	0.627	0.987	dsDNAphage	18204	3	66.700	0.000
S0C29223||full	0.993	0.553	0.125	0.147	0.213	0.993	dsDNAphage	20831	6	60.000	0.000
S0C29598||full	0.993	0.827	0.315	0.900	0.847	0.993	dsDNAphage	6255	1	36.400	0.000
S0C29737||full	1.000	0.947	0.230	0.900	0.760	1.000	dsDNAphage	2762	2	100.000	0.000
S0C29795||full	1.000	0.707	0.080	0.433	0.860	1.000	dsDNAphage	18051	5	92.000	0.000
S0C29805||full	1.000	0.793	0.080	0.507	0.567	1.000	dsDNAphage	9124	4	73.300	0.000
S0C29858||full	0.993	0.853	0.275	0.173	0.240	0.993	dsDNAphage	2901	2	50.000	0.000
S0C30238||full	0.967	0.953	0.195	0.867	0.940	0.967	dsDNAphage	3456	0	88.900	0.000
S0C32899||full	1.000	0.733	0.395	1.000	0.780	1.000	dsDNAphage	2597	1	60.000	0.000
S1C120||full	0.300	0.413	0.530	0.940	0.880	0.940	ssDNA	1507	0	50.000	0.000
S1C165||full	0.987	0.540	0.205	0.993	0.207	0.993	ssDNA	2031	0	100.000	0.000
S1C487||0_partial	0.580	0.000	0.000	0.000	0.020	0.580	dsDNAphage	304025	9	19.400	35.200
S1C638||full	1.000	0.373	0.150	0.907	0.240	1.000	dsDNAphage	5658	3	88.900	0.000
S1C674||full	0.167	0.553	0.440	0.127	0.407	0.553	NCLDV	3632	0	0.000	0.000
S1C700||full	0.827	0.953	0.170	0.907	0.833	0.953	NCLDV	2597	0	100.000	0.000
S1C719||full	0.153	0.560	0.000	0.000	0.047	0.560	NCLDV	4054	0	66.700	0.000
S1C843||full	0.293	0.513	0.080	0.040	0.060	0.513	NCLDV	6227	0	14.300	0.000
S1C973||0_partial	0.567	0.007	0.000	0.000	0.113	0.567	dsDNAphage	31484	1	20.000	51.400
S1C974||full	0.560	0.080	0.010	0.013	0.020	0.560	dsDNAphage	2180	0	50.000	50.000
S1C1107||full	0.860	0.893	0.160	0.760	0.993	0.993	lavidaviridae	5240	0	100.000	0.000
S1C1212||full	1.000	0.147	0.140	0.440	0.413	1.000	dsDNAphage	12260	3	93.300	0.000
S1C1540||full	0.893	0.613	0.180	0.820	0.927	0.927	lavidaviridae	2731	0	80.000	0.000
S1C1571||full	0.987	0.460	0.185	0.567	0.773	0.987	dsDNAphage	5342	6	100.000	0.000
S1C1585||full	0.973	0.480	0.185	0.040	0.407	0.973	dsDNAphage	15858	2	31.200	0.000
S1C1668||full	0.987	0.520	0.305	1.000	0.347	1.000	ssDNA	2759	0	80.000	0.000
S1C1725||full	0.953	0.800	0.160	0.847	0.847	0.953	dsDNAphage	2137	0	100.000	0.000
S1C1789||full	0.573	0.240	0.010	0.193	0.473	0.573	dsDNAphage	2086	0	60.000	20.000
S1C2023||full	0.993	0.227	0.000	0.073	0.093	0.993	dsDNAphage	137859	8	64.000	0.500
S1C2075||full	0.533	0.280	0.015	0.033	0.607	0.607	lavidaviridae	8934	0	33.300	8.300
S1C2088||full	0.867	0.927	0.325	0.907	0.967	0.967	lavidaviridae	2436	0	80.000	0.000
S1C2461||full	0.953	0.907	0.215	0.973	0.973	0.973	ssDNA	2091	0	75.000	0.000
S1C2679||full	0.793	0.840	0.245	0.887	0.833	0.887	ssDNA	2501	0	100.000	0.000
S1C2793||0_partial	0.613	0.013	0.000	0.000	0.020	0.613	dsDNAphage	32946	1	19.000	42.900
S1C2804||full	0.900	0.707	0.425	0.880	0.893	0.900	dsDNAphage	3530	0	40.000	0.000
S1C3079||full	0.993	0.373	0.670	0.967	0.907	0.993	dsDNAphage	2742	1	50.000	0.000
S1C3173||full	0.773	0.753	0.265	0.940	0.820	0.940	ssDNA	3621	0	100.000	0.000
S1C3213||full	0.900	0.993	0.170	0.507	0.973	0.993	NCLDV	18012	0	80.000	0.000
S1C3219||full	0.893	0.693	0.160	0.960	0.880	0.960	ssDNA	2911	0	66.700	0.000
S1C3506||full	0.947	0.800	0.160	0.773	0.953	0.953	lavidaviridae	1998	0	100.000	0.000
S1C3757||full	0.960	0.347	0.145	0.840	0.800	0.960	dsDNAphage	2011	0	100.000	0.000
S1C3759||full	0.947	0.473	0.010	0.013	0.420	0.947	dsDNAphage	24506	3	37.900	13.800
S1C3934||full	0.813	0.480	0.005	0.307	0.373	0.813	dsDNAphage	2278	0	80.000	20.000
S1C4107||full	0.987	0.293	0.000	0.067	0.013	0.987	dsDNAphage	7516	1	66.700	13.300
S1C4469||full	0.933	NaN	0.180	0.487	0.287	0.933	dsDNAphage	2112	1	66.700	0.000
S1C4535||full	0.040	0.653	0.020	0.013	0.073	0.653	NCLDV	4954	0	20.000	0.000
S1C4622||full	0.993	0.507	0.095	0.353	0.853	0.993	dsDNAphage	28498	0	95.000	0.000
S1C4904||full	0.993	0.807	0.195	0.987	0.927	0.993	dsDNAphage	3681	1	100.000	0.000
S1C4976||full	0.993	0.747	0.175	1.000	0.953	1.000	ssDNA	2537	0	100.000	0.000
S1C5227||full	0.907	0.847	0.120	0.707	0.787	0.907	dsDNAphage	3894	0	100.000	0.000
S1C5604||full	0.907	0.947	0.185	0.967	1.000	1.000	lavidaviridae	2162	0	100.000	0.000
S1C5719||full	0.773	0.007	0.000	0.000	0.000	0.773	dsDNAphage	70854	4	21.100	21.100
S1C5738||full	0.993	0.740	0.295	0.900	0.993	0.993	dsDNAphage	2941	2	100.000	0.000
S1C5927||full	0.973	0.333	0.135	0.807	0.227	0.973	dsDNAphage	3452	0	50.000	0.000
S1C6002||full	0.127	0.507	0.175	0.007	0.080	0.507	NCLDV	2395	0	0.000	0.000
S1C6063||full	0.867	0.913	0.305	0.933	0.913	0.933	ssDNA	1713	0	40.000	0.000
S1C6258||full	1.000	0.600	0.250	0.980	0.987	1.000	dsDNAphage	3559	2	100.000	0.000
S1C6299||full	1.000	0.227	0.125	0.980	0.380	1.000	dsDNAphage	5658	3	100.000	0.000
S1C6394||full	0.960	0.973	0.035	0.847	0.900	0.973	NCLDV	15124	0	76.000	0.000
S1C6436||full	0.100	0.087	0.910	0.180	0.447	0.910	RNA	1887	0	0.000	0.000
S1C7198||full	0.960	0.827	0.190	0.973	0.980	0.980	lavidaviridae	2465	0	100.000	0.000
S1C7586||full	0.927	0.213	0.490	0.993	0.853	0.993	ssDNA	2031	0	50.000	0.000
S1C7713||full	0.940	0.993	0.190	0.840	0.927	0.993	NCLDV	2109	0	100.000	0.000
S1C7883||full	0.053	0.987	0.000	0.027	0.140	0.987	NCLDV	4041	0	50.000	0.000
S1C8732||full	0.800	0.780	0.335	0.773	0.913	0.913	lavidaviridae	6636	0	100.000	0.000
S1C9441||full	0.927	0.793	0.180	0.540	0.907	0.927	dsDNAphage	14742	0	100.000	0.000
S1C9497||full	0.973	0.367	0.420	0.960	0.820	0.973	dsDNAphage	2612	0	57.100	0.000
S1C9684||full	0.867	0.553	0.260	0.540	0.807	0.867	dsDNAphage	19654	0	100.000	0.000
S1C10199||full	0.607	NaN	0.005	0.000	0.060	0.607	dsDNAphage	2737	1	33.300	33.300
S1C10279||full	1.000	0.720	0.225	0.953	0.547	1.000	dsDNAphage	1941	2	66.700	0.000
S1C10979||full	0.973	0.653	0.110	0.920	0.200	0.973	dsDNAphage	6893	0	83.300	0.000
S1C11032||full	0.693	0.613	0.030	0.007	0.060	0.693	dsDNAphage	1906	1	33.300	33.300
S1C11133||full	0.913	0.680	0.205	0.740	0.753	0.913	dsDNAphage	3619	1	50.000	0.000
S1C11258||0_partial	0.760	0.107	0.000	0.000	0.033	0.760	dsDNAphage	46845	1	21.100	26.300
S1C11367||full	1.000	0.760	0.305	0.967	0.793	1.000	dsDNAphage	2580	3	100.000	0.000
S1C11705||full	0.513	0.813	0.010	0.087	0.247	0.813	NCLDV	3019	0	50.000	0.000
S1C11711||full	0.800	0.807	0.255	0.100	0.653	0.807	NCLDV	4826	0	22.200	0.000
S1C11861||full	0.993	0.753	0.165	0.993	0.880	0.993	dsDNAphage	1885	0	60.000	0.000
S1C12079||full	0.940	1.000	0.160	0.860	0.973	1.000	NCLDV	2174	0	80.000	0.000
S1C12115||full	0.993	0.240	0.170	0.547	0.973	0.993	dsDNAphage	7395	1	40.000	0.000
S1C12146||full	0.987	0.633	0.295	0.760	0.900	0.987	dsDNAphage	11990	0	100.000	0.000
S1C12488||full	0.887	0.660	0.145	0.547	0.767	0.887	dsDNAphage	3732	0	80.000	0.000
S1C12506||full	0.987	0.873	0.280	0.960	0.787	0.987	dsDNAphage	2507	2	75.000	0.000
S1C12681||full	0.507	0.860	0.260	0.740	0.860	0.860	NCLDV	2152	0	66.700	0.000
S1C12891||full	0.880	0.893	0.120	0.993	0.953	0.993	ssDNA	2099	0	75.000	0.000
S1C13020||full	0.920	0.540	0.470	0.927	0.913	0.927	ssDNA	4876	0	55.600	0.000
S1C13093||full	0.987	0.720	0.800	0.947	0.980	0.987	dsDNAphage	3789	1	28.600	0.000
S1C13409||full	0.807	0.907	0.460	0.853	0.713	0.907	NCLDV	2182	0	100.000	0.000
S1C13742||full	0.953	0.907	0.545	0.973	0.993	0.993	lavidaviridae	2966	0	40.000	0.000
S1C13828||full	0.780	0.920	0.350	0.880	0.953	0.953	lavidaviridae	3076	0	33.300	0.000
S1C13899||full	0.900	0.720	0.140	0.760	0.993	0.993	lavidaviridae	2747	0	100.000	0.000
S1C14366||full	0.820	0.987	0.170	0.807	0.927	0.987	NCLDV	2170	0	60.000	0.000
S1C14546||full	0.987	0.173	0.185	0.967	0.947	0.987	dsDNAphage	3081	2	60.000	0.000
S1C14689||full	0.967	0.473	0.060	0.760	0.847	0.967	dsDNAphage	3791	0	85.700	0.000
S1C14965||full	1.000	0.987	0.115	0.807	0.960	1.000	dsDNAphage	4735	2	87.500	0.000
S1C15057||full	0.820	0.007	0.515	0.360	0.973	0.973	lavidaviridae	15770	0	27.800	0.000
S1C15421||full	0.927	0.040	0.000	0.007	0.013	0.927	dsDNAphage	2262	1	33.300	33.300
S1C15502||full	0.060	0.753	0.185	0.007	0.107	0.753	NCLDV	2469	0	0.000	0.000
S1C15763||full	0.927	0.680	0.270	1.000	0.900	1.000	ssDNA	1059	0	100.000	0.000
S1C15824||full	0.767	0.607	0.195	0.867	0.927	0.927	lavidaviridae	4008	0	100.000	0.000
S1C15862||full	0.940	0.920	0.175	0.860	0.967	0.967	lavidaviridae	5052	0	88.900	0.000
S1C15960||full	0.987	0.500	0.135	0.440	0.760	0.987	dsDNAphage	6261	0	92.900	0.000
S1C16082||full	0.993	0.860	0.250	1.000	0.947	1.000	ssDNA	3131	0	100.000	0.000
S1C16281||full	1.000	0.693	0.140	0.580	0.353	1.000	dsDNAphage	8951	5	75.000	0.000
S1C16370||full	0.913	0.920	0.730	0.993	1.000	1.000	lavidaviridae	3064	0	50.000	0.000
S1C16417||full	0.187	0.120	0.925	0.020	0.547	0.925	RNA	2407	0	0.000	0.000
S1C16461||full	0.740	0.580	0.140	0.813	0.840	0.840	lavidaviridae	3270	0	100.000	0.000
S1C16979||full	0.847	0.707	0.260	0.733	0.513	0.847	dsDNAphage	2771	0	100.000	0.000
S1C17067||full	0.287	0.767	0.010	0.007	0.160	0.767	NCLDV	53047	0	32.500	0.000
S1C17152||full	1.000	0.540	0.290	0.673	0.913	1.000	dsDNAphage	7549	1	61.500	0.000
S1C17420||full	0.860	0.933	0.220	0.747	1.000	1.000	lavidaviridae	4370	0	100.000	0.000
S1C17450||full	0.567	0.680	0.445	0.847	0.913	0.913	lavidaviridae	2438	0	25.000	0.000
S1C17914||full	0.967	0.827	0.180	0.567	0.753	0.967	dsDNAphage	5200	0	64.300	0.000
S1C17942||full	0.033	0.540	0.090	0.000	0.113	0.540	NCLDV	3136	0	0.000	0.000
S1C18151||full	0.947	0.767	0.085	0.493	0.880	0.947	dsDNAphage	8285	0	76.900	0.000
S1C18601||full	0.913	0.693	0.085	0.767	0.753	0.913	dsDNAphage	2227	0	75.000	0.000
