name	prediction	score
S9C2073	Bacteria	0.32
S9C2076	Bacteria	0.23
S9C2148	Bacteria	0.45
S9C2164	Phage	0.65
S9C2204	Bacteria	0.46
S9C2233	Phage	0.55
S9C2235	Phage	0.86
S9C2239	Phage	0.51
S9C2288	Phage	0.66
S9C2319	Phage	0.87
S9C2323	Bacteria	0.45
S9C2411	Phage	0.58
S9C2458	Phage	0.92
S9C2460	Phage	0.5
S9C2500	Bacteria	0.27
S9C2533	Phage	0.68
S9C2618	Phage	0.9
S9C2635	Bacteria	0.47
S9C2637	Phage	0.51
S9C2641	Phage	0.98
S9C2657	Bacteria	0.44
S9C2673	Bacteria	0.36
S9C2743	Bacteria	0.38
S9C2745	Phage	0.98
S9C2776	Phage	0.89
S9C2845	Bacteria	0.17
S9C2884	Phage	0.59
S9C2889	Phage	0.62
S9C2897	Bacteria	0.22
S9C2925	Bacteria	0.49
S9C2950	Phage	0.95
S9C2960	Phage	0.57
S9C2993	Bacteria	0.23
S9C3004	Bacteria	0.07
S9C3055	Bacteria	0.41
S9C3064	Phage	0.76
S9C3102	Phage	0.58
S9C3120	Phage	0.99
S9C3154	Phage	0.89
S9C3237	Phage	0.94
S9C3248	Bacteria	0.43
S9C3359	Bacteria	0.5
S9C3360	Phage	0.85
S9C3394	Phage	0.95
S9C3469	Bacteria	0.32
S9C3542	Bacteria	0.45
S9C3588	Bacteria	0.26
S9C3609	Bacteria	0.08
S9C3628	Phage	0.7
S9C3657	Bacteria	0.43
S9C3666	Bacteria	0.25
S9C3736	Phage	0.96
S9C3739	Phage	0.61
S9C3740	Bacteria	0.44
S9C3873	Bacteria	0.46
S9C3951	Phage	0.56
S9C3956	Phage	0.99
S9C4000	Phage	0.58
S9C4009	Phage	0.95
S9C4130	Phage	0.68
S9C4153	Bacteria	0.29
S9C4175	Phage	0.95
S9C4226	Phage	0.53
S9C4232	Bacteria	0.3
S9C4312	Phage	0.88
S9C4321	Phage	0.63
S9C4333	Bacteria	0.45
S9C4416	Phage	0.94
S9C4528	Bacteria	0.49
S9C4533	Phage	0.7
S9C4546	Bacteria	0.2
S9C4560	Phage	0.98
S9C4567	Phage	0.62
S9C4678	Phage	0.57
S9C4716	Phage	0.94
S9C4754	Phage	0.93
S9C4766	Bacteria	0.43
S9C4775	Phage	0.66
S9C4792	Bacteria	0.38
S9C4806	Phage	0.51
S9C4853	Phage	0.5
S9C4864	Phage	0.59
S9C4904	Phage	0.57
S9C4928	Bacteria	0.08
S9C4976	Phage	0.63
S9C4977	Phage	0.76
S9C4988	Phage	0.98
S9C4990	Phage	0.99
S9C5003	Phage	0.97
S9C5018	Bacteria	0.33
S9C5031	Phage	0.6
S9C5033	Phage	0.74
S9C5043	Phage	0.66
S9C5067	Phage	0.56
S9C5068	Phage	0.9
S9C5076	Bacteria	0.18
S9C5115	Bacteria	0.26
S9C5121	Bacteria	0.33
S9C5128	Bacteria	0.4
S9C5165	Bacteria	0.44
S9C5169	Bacteria	0.41
S9C5171	Phage	0.97
S9C5237	Phage	0.91
S9C5252	Phage	0.62
S9C5264	Phage	0.96
S9C5272	Bacteria	0.09
S9C5281	Phage	0.54
S9C5302	Phage	0.73
S9C5312	Phage	0.54
S9C5395	Bacteria	0.19
S9C5404	Phage	0.98
S9C5419	Phage	0.58
S9C5436	Bacteria	0.28
S9C5440	Bacteria	0.07
S9C5474	Bacteria	0.21
S9C5487	Phage	0.63
S9C5492	Phage	0.9
S9C5510	Bacteria	0.32
S9C5520	Phage	0.98
S9C5548	Phage	0.96
S9C5589	Phage	0.97
S9C5603	Bacteria	0.44
S9C5676	Bacteria	0.44
S9C5698	Phage	0.95
S9C5703	Bacteria	0.13
S9C5725	Phage	0.84
S9C5726	Phage	0.56
S9C5791	Phage	0.51
S9C5806	Bacteria	0.49
S9C5872	Bacteria	0.49
S9C5919	Bacteria	0.45
S9C5986	Phage	0.66
S9C6041	Bacteria	0.12
S9C6072	Bacteria	0.48
S9C6076	Bacteria	0.25
S9C6123	Bacteria	0.1
S9C6255	Phage	0.56
S9C6275	Bacteria	0.05
S9C6317	Bacteria	0.26
S9C6389	Phage	0.52
S9C6420	Phage	0.61
S9C6422	Bacteria	0.16
S9C6463	Phage	0.62
S9C6467	Phage	0.61
S9C6479	Bacteria	0.34
S9C6513	Phage	0.67
S9C6542	Phage	0.97
S9C6565	Phage	0.98
S9C6577	Phage	0.51
S9C6607	Phage	0.91
S9C6644	Bacteria	0.3
S9C6649	Phage	0.5
S9C6660	Bacteria	0.45
S9C6664	Bacteria	0.27
S9C6679	Phage	0.63
S9C6689	Phage	0.64
S9C6714	Bacteria	0.45
S9C6725	Bacteria	0.47
S9C6732	Bacteria	0.15
S9C6745	Phage	0.88
S9C6766	Phage	0.95
S9C6814	Phage	0.68
S9C6919	Phage	0.76
S9C6942	Phage	0.56
S9C7001	Phage	0.9
S9C7025	Bacteria	0.09
S9C7026	Phage	0.74
S9C7041	Bacteria	0.44
S9C7043	Phage	0.87
S9C7080	Bacteria	0.44
S9C7108	Bacteria	0.43
S9C7155	Bacteria	0.09
S9C7275	Phage	0.69
S9C7372	Phage	0.58
S9C7374	Bacteria	0.4
S9C7392	Bacteria	0.21
S9C7436	Bacteria	0.15
S9C7481	Bacteria	0.08
S9C7482	Phage	0.52
S9C7531	Phage	0.6
S9C7536	Bacteria	0.29
S9C7547	Phage	0.63
S9C7599	Phage	0.61
S9C7600	Bacteria	0.39
S9C7646	Phage	0.64
S9C7661	Bacteria	0.42
S9C7689	Bacteria	0.39
S9C7708	Bacteria	0.13
S9C7766	Phage	0.75
S9C7896	Bacteria	0.24
S9C7925	Bacteria	0.46
S9C7941	Phage	0.72
S9C7952	Phage	0.59
S9C7957	Phage	0.76
S9C8093	Phage	0.58
S9C8100	Phage	0.95
S9C8172	Phage	0.61
S9C8180	Bacteria	0.44
S9C8219	Phage	0.58
S9C8279	Phage	0.51
S9C8282	Phage	0.78
S9C8301	Phage	0.52
S9C8379	Bacteria	0.09
S9C8415	Phage	0.67
S9C8443	Bacteria	0.13
S9C8449	Bacteria	0.11
S9C8505	Bacteria	0.19
S9C8506	Bacteria	0.49
S9C8524	Bacteria	0.4
S9C8549	Phage	0.6
S9C8561	Bacteria	0.48
S9C8582	Bacteria	0.32
S9C8622	Bacteria	0.25
S9C8692	Bacteria	0.45
S9C8767	Bacteria	0.15
S9C8812	Bacteria	0.24
S9C8858	Bacteria	0.46
S9C8894	Phage	0.54
S9C8904	Bacteria	0.14
S9C8923	Phage	0.93
S9C8939	Phage	0.5
S9C8940	Phage	0.63
S9C8958	Phage	0.52
S9C8962	Bacteria	0.27
S9C9041	Bacteria	0.13
S9C9055	Bacteria	0.1
S9C9077	Bacteria	0.37
S9C9094	Phage	0.66
S9C9122	Bacteria	0.14
S9C9133	Bacteria	0.18
S9C9147	Bacteria	0.45
S9C9229	Phage	0.54
S9C9233	Phage	0.88
S9C9253	Phage	0.58
S9C9292	Bacteria	0.34
S9C9299	Phage	0.92
S9C9325	Bacteria	0.34
S9C9348	Bacteria	0.17
S9C9383	Phage	0.64
S9C9390	Phage	0.56
S9C9394	Bacteria	0.45
S9C9461	Phage	0.95
S9C9482	Phage	0.69
S9C9539	Bacteria	0.18
S9C9558	Phage	0.6
S9C9561	Phage	0.61
S9C9687	Bacteria	0.4
S9C9699	Phage	0.56
S9C9703	Phage	0.68
S9C9704	Bacteria	0.49
S9C9722	Bacteria	0.29
S9C9807	Phage	0.54
S9C9824	Bacteria	0.5
S9C10006	Phage	0.97
S9C10020	Bacteria	0.49
S9C10040	Phage	0.5
S9C10045	Bacteria	0.16
S9C10089	Phage	0.78
S9C10217	Phage	0.92
S9C10231	Bacteria	0.35
S9C10274	Phage	0.87
S9C10310	Bacteria	0.21
S9C10316	Phage	0.97
S9C10338	Bacteria	0.34
S9C10378	Bacteria	0.45
S9C10450	Bacteria	0.27
S9C10454	Phage	0.53
S9C10490	Phage	0.7
S9C10543	Phage	0.83
S9C10623	Phage	0.82
S9C10636	Phage	0.92
S9C10639	Phage	0.98
S9C10653	Bacteria	0.39
S9C10660	Phage	0.7
S9C10730	Phage	0.59
S9C10743	Bacteria	0.1
S9C10768	Phage	0.97
S9C10789	Bacteria	0.46
S9C10791	Bacteria	0.42
S9C10841	Bacteria	0.27
S9C10878	Phage	0.54
S9C10901	Bacteria	0.49
S9C10913	Bacteria	0.17
S9C10921	Phage	0.94
S9C10927	Phage	0.5
S9C10930	Phage	0.55
S9C10946	Phage	0.66
S9C10970	Bacteria	0.46
S9C10976	Bacteria	0.09
S9C11105	Phage	0.57
S9C11120	Bacteria	0.23
S9C11145	Phage	0.6
S9C11158	Phage	0.53
S9C11173	Phage	0.94
S9C11175	Bacteria	0.14
S9C11178	Bacteria	0.12
S9C11207	Bacteria	0.19
S9C11226	Bacteria	0.44
S9C11230	Bacteria	0.05
S9C11236	Phage	0.8
S9C11290	Bacteria	0.05
S9C11291	Phage	0.94
S9C11306	Phage	0.54
S9C11309	Phage	0.53
S9C11316	Bacteria	0.47
S9C11320	Bacteria	0.34
S9C11398	Phage	0.6
S9C11530	Phage	0.59
S9C11543	Phage	0.57
S9C11545	Bacteria	0.37
S9C11574	Bacteria	0.5
S9C11577	Phage	0.82
S9C11581	Phage	0.88
S9C11602	Phage	0.56
S9C11621	Phage	0.98
S9C11645	Phage	0.93
S9C11649	Phage	0.93
S9C11684	Phage	0.67
S9C11703	Bacteria	0.48
S9C11797	Phage	0.57
S9C11805	Phage	0.96
S9C11839	Phage	0.95
S9C11864	Bacteria	0.11
S9C11874	Phage	0.55
S9C11919	Phage	0.63
S9C11921	Phage	0.55
S9C11994	Bacteria	0.17
S9C12014	Bacteria	0.49
S9C12158	Phage	0.91
S9C12206	Phage	0.93
S9C12317	Phage	0.59
S9C12325	Bacteria	0.42
S9C12331	Phage	0.54
S9C12353	Phage	0.94
S9C12360	Phage	0.81
S9C12380	Phage	0.96
S9C12394	Bacteria	0.09
S9C12405	Phage	0.7
S9C12421	Bacteria	0.44
S9C12447	Phage	0.7
S9C12520	Phage	0.59
S9C12538	Phage	0.76
S9C12590	Bacteria	0.2
S9C12607	Bacteria	0.08
S9C12652	Bacteria	0.46
S9C12687	Phage	0.88
S9C12728	Bacteria	0.44
S9C12745	Bacteria	0.15
S9C12756	Phage	0.74
S9C12761	Bacteria	0.44
S9C12789	Bacteria	0.18
S9C12798	Phage	0.62
S9C12816	Phage	0.6
S9C12920	Phage	0.51
S9C12927	Phage	0.6
S9C12973	Bacteria	0.41
S9C12990	Phage	0.9
S9C12995	Phage	0.69
S9C13004	Phage	0.54
S9C13017	Phage	0.52
S9C13025	Phage	0.61
S9C13057	Phage	0.76
S9C13083	Bacteria	0.45
S9C13113	Phage	0.59
S9C13145	Phage	0.74
S9C13173	Bacteria	0.17
S9C13271	Bacteria	0.17
S9C13277	Phage	0.55
S9C13298	Bacteria	0.49
S9C13306	Bacteria	0.19
S9C13318	Bacteria	0.27
S9C13329	Phage	0.61
S9C13332	Bacteria	0.3
S9C13350	Phage	0.53
S9C13424	Phage	0.9
S9C13469	Phage	0.95
S9C13474	Phage	0.82
S9C13479	Bacteria	0.46
S9C13484	Phage	0.58
S9C13563	Phage	0.99
S9C13599	Bacteria	0.48
S9C13632	Bacteria	0.47
S9C13679	Bacteria	0.45
S9C13739	Phage	0.98
S9C13772	Phage	0.66
S9C13785	Bacteria	0.42
S9C13822	Phage	0.94
S9C13931	Bacteria	0.47
S9C13947	Bacteria	0.17
S9C13963	Bacteria	0.28
S9C14027	Phage	0.62
S9C14083	Phage	0.79
S9C14142	Phage	0.97
S9C14181	Phage	0.96
S9C14196	Bacteria	0.48
S9C14229	Phage	0.58
S9C14309	Phage	0.51
S9C14320	Bacteria	0.23
S9C14328	Phage	0.83
S9C14336	Phage	0.64
S9C14348	Bacteria	0.21
S9C14354	Bacteria	0.49
S9C14366	Phage	0.52
S9C14407	Phage	0.63
S9C14418	Bacteria	0.04
S9C14439	Bacteria	0.29
S9C14490	Phage	0.88
S9C14496	Phage	0.5
S9C14497	Phage	0.69
S9C14498	Bacteria	0.14
S9C14525	Bacteria	0.06
S9C14529	Phage	0.71
S9C14539	Phage	0.96
S9C14555	Bacteria	0.13
S9C14572	Phage	0.98
S9C14573	Phage	0.62
S9C14576	Phage	0.53
S9C14593	Phage	0.88
S9C14626	Bacteria	0.34
S9C14715	Phage	0.52
S9C14717	Bacteria	0.37
S9C14733	Phage	0.97
S9C14738	Phage	0.78
S9C14757	Bacteria	0.49
S9C14814	Phage	0.52
S9C14823	Phage	0.68
S9C14824	Phage	0.96
S9C14869	Bacteria	0.46
S9C14883	Phage	0.92
S9C14896	Phage	0.96
S9C14898	Phage	0.53
S9C14902	Bacteria	0.21
S9C14927	Phage	0.94
S9C14952	Bacteria	0.38
S9C14989	Phage	0.53
S9C15120	Bacteria	0.12
S9C15153	Phage	0.94
S9C15188	Bacteria	0.45
S9C15209	Bacteria	0.11
S9C15251	Phage	0.53
S9C15257	Bacteria	0.27
S9C15293	Phage	0.61
S9C15306	Phage	0.81
S9C15324	Bacteria	0.2
S9C15340	Bacteria	0.48
S9C15363	Phage	0.95
S9C15401	Phage	0.98
S9C15414	Phage	0.92
S9C15445	Bacteria	0.26
S9C15453	Bacteria	0.21
S9C15489	Phage	0.67
S9C15504	Phage	0.6
S9C15537	Bacteria	0.37
S9C15543	Phage	0.75
S9C15552	Bacteria	0.4
S9C15594	Phage	0.59
S9C15606	Phage	0.56
S9C15609	Bacteria	0.32
S9C15619	Bacteria	0.49
S9C15626	Bacteria	0.29
S9C15643	Phage	0.62
S9C15659	Bacteria	0.25
S9C15710	Phage	0.99
S9C15719	Phage	0.58
S9C15724	Bacteria	0.27
S9C15741	Phage	0.58
S9C15742	Phage	0.93
S9C15745	Phage	0.56
S9C15755	Phage	0.58
S9C15761	Bacteria	0.39
S9C15767	Phage	0.5
S9C15805	Phage	0.56
S9C15840	Phage	0.62
S9C15912	Bacteria	0.35
S9C15925	Phage	0.98
S9C15949	Phage	0.91
S9C15985	Phage	0.97
S9C16000	Bacteria	0.47
S9C16009	Phage	0.68
S9C16017	Bacteria	0.48
S9C16031	Phage	0.56
S9C16034	Bacteria	0.22
S9C16066	Phage	0.99
S9C16085	Phage	0.95
S9C16196	Bacteria	0.44
S9C16203	Phage	0.66
S9C16213	Phage	0.93
S9C16219	Bacteria	0.37
S9C16245	Bacteria	0.16
S9C16293	Bacteria	0.47
S9C16401	Phage	0.76
S9C16426	Phage	0.74
S9C16448	Bacteria	0.08
S9C16454	Phage	0.61
S9C16580	Bacteria	0.38
S9C16598	Bacteria	0.42
S9C16624	Bacteria	0.21
S9C16627	Bacteria	0.16
S9C16659	Phage	0.55
S9C16717	Phage	0.54
S9C16740	Phage	0.98
S9C16772	Bacteria	0.43
S9C16778	Phage	0.84
S9C16806	Phage	0.98
S9C16821	Phage	0.51
S9C16827	Bacteria	0.22
S9C16852	Phage	0.92
S9C16853	Phage	0.6
S9C16855	Phage	0.64
S9C16878	Phage	0.61
S9C16880	Phage	0.63
S9C16882	Phage	0.53
S9C16888	Phage	0.65
S9C16899	Bacteria	0.09
S9C16915	Bacteria	0.49
S9C16951	Phage	0.94
S9C16971	Bacteria	0.1
S9C17072	Phage	0.92
S9C17194	Phage	0.92
S9C17272	Bacteria	0.23
S9C17292	Bacteria	0.27
S9C17295	Bacteria	0.49
S9C17302	Phage	0.59
S9C17313	Phage	0.82
S9C17379	Phage	0.55
S9C17424	Bacteria	0.08
S9C17454	Phage	0.65
S9C17491	Phage	0.79
S9C17540	Phage	0.55
S9C17551	Phage	0.95
S9C17628	Phage	0.62
S9C17647	Bacteria	0.34
S9C17796	Phage	0.89
S9C17802	Bacteria	0.5
S9C17805	Phage	0.58
S9C17840	Phage	0.98
S9C17852	Bacteria	0.27
S9C17888	Phage	0.78
S9C17895	Bacteria	0.35
S9C17918	Bacteria	0.34
S9C17934	Phage	0.52
S9C17987	Phage	0.53
S9C18007	Bacteria	0.31
S9C18010	Bacteria	0.47
S9C18026	Phage	0.97
S9C18034	Bacteria	0.09
S9C18066	Bacteria	0.44
S9C18102	Phage	0.57
S9C18142	Phage	0.61
S9C18168	Phage	0.59
S9C18171	Phage	0.6
S9C18188	Phage	0.91
S9C18218	Bacteria	0.36
S9C18220	Bacteria	0.41
S9C18227	Phage	0.62
S9C18343	Phage	0.56
S9C18380	Bacteria	0.47
S9C18390	Phage	0.73
S9C18456	Phage	0.95
S9C18478	Bacteria	0.27
S9C18498	Bacteria	0.42
S9C18512	Bacteria	0.49
S9C18551	Phage	0.61
S9C18560	Bacteria	0.07
S9C18562	Phage	0.89
S9C18582	Bacteria	0.32
S9C18601	Phage	0.92
S9C18618	Bacteria	0.19
S9C18649	Phage	0.51
S9C18755	Bacteria	0.28
S9C18759	Bacteria	0.27
S9C18762	Bacteria	0.35
S9C18774	Bacteria	0.37
S9C18785	Phage	0.95
S9C18824	Phage	0.98
S9C18855	Bacteria	0.18
S9C18915	Phage	0.98
S9C18932	Bacteria	0.38
S9C18965	Phage	0.93
S9C18995	Bacteria	0.49
S9C19028	Phage	0.98
S9C19061	Bacteria	0.33
S9C19070	Phage	0.56
S9C19092	Phage	0.62
S9C19108	Phage	0.56
S9C19127	Bacteria	0.07
S9C19163	Phage	0.94
S9C19234	Bacteria	0.25
S9C19242	Bacteria	0.46
S9C19252	Bacteria	0.22
S9C19265	Bacteria	0.26
S9C19327	Phage	0.63
S9C19417	Phage	0.99
S9C19424	Bacteria	0.25
S9C19429	Phage	0.52
S9C19455	Phage	0.58
S9C19472	Phage	0.62
S9C19481	Phage	0.77
S9C19487	Phage	0.93
S9C19511	Phage	0.95
S9C19535	Bacteria	0.13
S9C19543	Bacteria	0.34
S9C19554	Bacteria	0.44
S9C19590	Bacteria	0.32
S9C19592	Bacteria	0.47
S9C19605	Phage	0.96
S9C19612	Bacteria	0.48
S9C19743	Phage	0.5
S9C19761	Phage	0.78
S9C19780	Phage	0.9
S9C19792	Phage	0.93
S9C19807	Bacteria	0.03
S9C19808	Bacteria	0.28
S9C19852	Bacteria	0.48
S9C19855	Phage	0.59
S9C19894	Phage	0.59
S9C19928	Bacteria	0.31
S9C19930	Bacteria	0.16
S9C20032	Bacteria	0.24
S9C20079	Phage	0.59
S9C20096	Bacteria	0.42
S9C20117	Phage	0.94
S9C20123	Phage	0.9
S9C20165	Phage	0.91
S9C20170	Phage	0.72
S9C20205	Phage	0.69
S9C20218	Bacteria	0.36
S9C20251	Bacteria	0.09
S9C20269	Phage	0.53
S9C20284	Bacteria	0.2
S9C20311	Phage	0.95
S9C20325	Phage	0.55
S9C20360	Bacteria	0.17
S9C20371	Phage	0.52
S9C20383	Phage	0.57
S9C20390	Bacteria	0.48
S9C20462	Phage	0.61
S9C20478	Bacteria	0.2
S9C20507	Bacteria	0.06
S9C20522	Bacteria	0.37
S9C20607	Bacteria	0.05
S9C20639	Phage	0.53
S9C20651	Phage	0.73
S9C20667	Phage	0.58
S9C20681	Bacteria	0.1
S9C20687	Phage	0.74
S0C129	Phage	0.69
S0C223	Phage	0.91
S0C339	Phage	0.53
S0C503	Bacteria	0.08
S0C586	Bacteria	0.46
S0C612	Bacteria	0.09
S0C623	Phage	0.9
S0C675	Phage	0.61
S0C681	Bacteria	0.28
S0C694	Phage	0.58
S0C901	Phage	0.71
S0C1113	Phage	0.53
S0C1142	Bacteria	0.5
S0C1161	Bacteria	0.2
S0C1671	Phage	0.94
S0C1733	Phage	0.98
S0C1803	Phage	0.91
S0C1833	Phage	0.92
S0C1921	Phage	0.95
S0C2135	Phage	0.62
S0C2307	Phage	0.98
S0C2327	Bacteria	0.5
S0C2344	Phage	0.85
S0C2516	Phage	0.94
S0C2603	Phage	0.71
S0C2841	Phage	0.5
S0C3009	Phage	0.96
S0C3038	Phage	0.98
S0C3053	Phage	0.95
S0C3200	Phage	0.52
S0C3418	Phage	0.98
S0C3443	Bacteria	0.39
S0C3507	Phage	0.97
S0C3688	Bacteria	0.14
S0C3726	Bacteria	0.49
S0C3793	Phage	0.98
S0C3995	Phage	0.95
S0C4047	Phage	0.94
S0C4134	Bacteria	0.15
S0C4248	Phage	0.93
S0C4344	Phage	0.96
S0C4788	Phage	0.95
S0C5107	Bacteria	0.44
S0C5145	Phage	0.53
S0C5340	Phage	0.52
S0C5800	Bacteria	0.19
S0C5830	Phage	0.5
S0C5972	Phage	0.51
S0C5998	Phage	0.87
S0C6261	Phage	0.99
S0C6346	Phage	0.86
S0C6369	Phage	0.94
S0C6490	Phage	0.95
S0C6670	Phage	0.95
S0C6694	Phage	0.65
S0C6797	Phage	0.64
S0C6831	Bacteria	0.47
S0C6875	Bacteria	0.07
S0C7032	Bacteria	0.44
S0C7140	Phage	0.93
S0C7229	Bacteria	0.06
S0C7405	Bacteria	0.19
S0C7800	Phage	0.92
S0C7877	Phage	0.95
S0C7889	Phage	0.55
S0C7898	Phage	0.91
S0C7902	Phage	0.97
S0C8202	Phage	0.96
S0C8298	Phage	0.51
S0C8407	Phage	0.54
S0C8417	Phage	0.99
S0C8680	Phage	0.93
S0C8683	Bacteria	0.26
S0C8684	Phage	0.95
S0C8693	Phage	0.7
S0C8855	Phage	0.94
S0C9125	Phage	0.93
S0C9243	Bacteria	0.38
S0C9304	Bacteria	0.46
S0C9337	Bacteria	0.31
S0C9497	Phage	0.95
S0C9559	Phage	0.96
S0C9656	Phage	0.58
S0C9704	Phage	0.54
S0C9952	Phage	0.65
S0C10004	Phage	0.81
S0C10045	Phage	0.99
S0C10059	Bacteria	0.47
S0C10150	Phage	0.87
S0C10184	Phage	0.62
S0C10273	Phage	0.54
S0C10429	Phage	0.96
S0C10495	Bacteria	0.24
S0C10508	Bacteria	0.23
S0C10542	Phage	0.98
S0C10561	Phage	0.89
S0C10757	Phage	0.87
S0C10833	Phage	0.61
S0C11020	Phage	0.89
S0C11035	Phage	0.78
S0C11056	Phage	0.99
S0C11278	Phage	0.93
S0C11295	Phage	0.92
S0C11453	Bacteria	0.46
S0C11861	Bacteria	0.34
S0C11988	Phage	0.7
S0C11994	Phage	0.97
S0C12189	Phage	0.94
S0C12200	Phage	0.58
S0C12267	Bacteria	0.48
S0C12348	Phage	0.94
S0C12371	Phage	0.93
S0C12402	Phage	0.58
S0C12471	Phage	0.98
S0C12760	Bacteria	0.18
S0C13059	Bacteria	0.08
S0C13185	Bacteria	0.07
S0C13317	Phage	0.92
S0C13636	Bacteria	0.4
S0C13730	Phage	0.55
S0C13757	Bacteria	0.49
S0C13932	Bacteria	0.5
S0C13939	Phage	0.95
S0C14054	Phage	0.97
S0C14135	Bacteria	0.2
S0C14191	Bacteria	0.36
S0C14228	Phage	0.94
S0C14426	Phage	0.89
S0C14501	Phage	0.95
S0C14582	Phage	0.93
S0C14591	Phage	0.6
S0C14892	Phage	0.93
S0C15008	Phage	0.54
S0C15041	Phage	0.54
S0C15147	Phage	0.92
S0C15161	Phage	0.95
S0C15167	Bacteria	0.32
S0C15463	Phage	0.93
S0C15546	Phage	0.94
S0C15685	Bacteria	0.34
S0C15703	Phage	0.94
S0C16243	Phage	0.95
S0C16258	Phage	0.93
S0C16354	Phage	0.97
S0C16574	Phage	0.96
S0C16724	Phage	0.97
S0C16748	Bacteria	0.22
S0C17338	Bacteria	0.32
S0C17418	Phage	0.77
S0C17437	Phage	0.97
S0C17454	Phage	0.93
S0C17668	Phage	0.95
S0C17673	Phage	0.88
S0C17742	Phage	0.51
S0C18077	Phage	0.95
S0C18179	Bacteria	0.34
S0C18272	Bacteria	0.21
S0C18363	Phage	0.97
S0C18481	Phage	0.57
S0C18608	Phage	0.96
S0C18745	Phage	0.54
S0C18782	Phage	0.98
S0C18819	Phage	0.93
S0C18900	Phage	0.61
S0C18980	Bacteria	0.26
S0C19056	Phage	0.93
S0C19193	Bacteria	0.5
S0C19269	Phage	0.97
S0C19521	Bacteria	0.3
S0C19635	Bacteria	0.14
S0C19644	Phage	0.58
S0C19923	Phage	0.99
S0C20047	Bacteria	0.34
S0C20085	Phage	0.74
S0C20133	Bacteria	0.19
S0C20229	Bacteria	0.17
S0C20268	Phage	0.93
S0C20368	Phage	0.55
S0C20522	Phage	0.95
S0C20872	Phage	0.68
S0C20898	Phage	0.93
S0C21037	Phage	0.93
S0C21704	Phage	0.56
S0C21775	Bacteria	0.17
S0C21838	Phage	0.51
S0C21974	Bacteria	0.31
S0C22013	Phage	0.98
S0C22067	Bacteria	0.17
S0C22130	Phage	0.99
S0C22149	Bacteria	0.15
S0C22256	Phage	0.93
S0C22462	Phage	0.55
S0C22606	Phage	0.59
S0C22718	Bacteria	0.47
S0C22918	Bacteria	0.33
S0C23178	Phage	0.69
S0C23249	Phage	0.58
S0C23393	Phage	0.95
S0C23494	Phage	0.59
S0C23536	Bacteria	0.27
S0C23585	Phage	0.59
S0C23623	Bacteria	0.26
S0C23637	Bacteria	0.3
S0C23891	Phage	0.55
S0C23917	Phage	0.81
S0C24241	Phage	0.94
S0C24383	Phage	0.93
S0C24417	Bacteria	0.4
S0C24559	Phage	0.93
S0C24601	Phage	0.89
S0C24661	Bacteria	0.1
S0C24904	Phage	0.56
S0C25150	Phage	0.52
S0C25181	Bacteria	0.4
S0C25274	Phage	0.65
S0C25368	Bacteria	0.3
S0C25396	Phage	0.8
S0C25450	Phage	0.92
S0C25529	Phage	0.92
S0C25605	Phage	0.58
S0C25632	Phage	0.54
S0C25634	Bacteria	0.26
S0C25707	Bacteria	0.14
S0C25810	Bacteria	0.22
S0C25869	Phage	0.54
S0C25920	Phage	0.92
S0C26149	Bacteria	0.26
S0C26212	Phage	0.62
S0C26278	Bacteria	0.3
S0C26445	Phage	0.94
S0C26454	Phage	0.95
S0C26552	Phage	0.89
S0C26757	Bacteria	0.49
S0C26789	Phage	0.51
S0C26805	Phage	0.66
S0C26806	Phage	0.56
S0C26959	Bacteria	0.11
S0C27114	Phage	0.95
S0C27130	Phage	0.95
S0C27301	Phage	0.91
S0C27329	Phage	0.94
S0C27357	Phage	0.78
S0C27405	Bacteria	0.48
S0C27410	Phage	0.56
S0C27629	Phage	0.96
S0C27664	Phage	0.95
S0C27665	Phage	0.97
S0C27819	Phage	0.96
S0C27916	Phage	0.93
S0C27985	Phage	0.8
S0C28509	Bacteria	0.25
S0C28536	Phage	0.91
S0C28597	Bacteria	0.44
S0C28667	Bacteria	0.45
S0C29062	Phage	0.9
S0C29162	Phage	0.97
S0C29223	Phage	0.79
S0C29351	Phage	0.56
S0C29598	Phage	0.91
S0C29657	Phage	0.52
S0C29737	Phage	0.92
S0C29795	Phage	0.93
S0C29805	Phage	0.97
S0C29858	Phage	0.93
S0C29910	Phage	0.57
S0C30238	Phage	0.95
S0C31254	Phage	0.55
S0C31316	Phage	0.68
S0C31374	Phage	0.53
S0C31611	Phage	0.85
S0C31627	Bacteria	0.06
S0C32345	Bacteria	0.13
S0C32499	Bacteria	0.5
S0C32710	Phage	0.94
S0C32832	Bacteria	0.5
S0C32899	Bacteria	0.42
S1C83	Bacteria	0.42
S1C120	Phage	0.92
S1C165	Phage	0.82
S1C178	Bacteria	0.35
S1C363	Phage	0.95
S1C367	Bacteria	0.35
S1C473	Bacteria	0.3
S1C487	Bacteria	0.44
S1C638	Bacteria	0.41
S1C645	Bacteria	0.14
S1C674	Phage	0.6
S1C690	Bacteria	0.27
S1C700	Phage	0.87
S1C719	Phage	0.55
S1C795	Bacteria	0.15
S1C813	Phage	0.96
S1C843	Phage	0.65
S1C973	Bacteria	0.31
S1C974	Bacteria	0.24
S1C1025	Bacteria	0.27
S1C1092	Bacteria	0.06
S1C1107	Phage	0.93
S1C1164	Bacteria	0.49
S1C1212	Bacteria	0.27
S1C1253	Phage	0.7
S1C1540	Phage	0.84
